original_timestamp,is_tap,AccX,AccY,AccZ,timestamp,acc_magnitude,acc_deviation,xy_magnitude,AccX_std,AccY_std,AccZ_std,acc_magnitude_std,AccX_diff,AccY_diff,AccZ_diff,jerk_magnitude
2025-03-01 08:33:41.085189,1,0.835,0.962,9.899,2025-03-01 08:33:41.085189,9.980624729945514,0.1806247299455137,1.2738402568611182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 08:33:41.368189,0,-0.26,-0.228,9.559,2025-03-01 08:33:41.368189,9.565253002404067,0.2347469975959342,0.3458091959448158,0.7116705698565875,0.5950226886430466,0.22004847950697906,0.2425503389678401,-1.095,-1.19,-0.33999999999999986,1.6524905446022982
2025-03-01 08:33:41.657189,0,-0.5,0.358,9.971,2025-03-01 08:33:41.657189,9.989945195044866,0.1899451950448654,0.6149504045042982,0.463258387223948,0.36294535860558036,0.2232405279812194,0.22796121349912557,-0.24,0.586,0.4120000000000008,0.7554733615422854
2025-03-01 08:33:41.988189,0,0.395,0.436,9.616,2025-03-01 08:33:41.988189,9.633980330060883,0.16601966993911788,0.5883204908891072,0.6894783051941036,0.551595262246997,0.23153473461520568,0.19617784105670374,0.895,0.07800000000000001,-0.3550000000000004,0.9659886127693226
2025-03-01 08:33:42.168189,1,0.856,1.35,9.536,2025-03-01 08:33:42.168189,9.669050211887411,0.13094978811258962,1.5985105567371147,0.2534409858987561,0.9040184363901731,0.13647466187294197,0.10037069590743287,0.46099999999999997,0.9140000000000001,-0.08000000000000007,1.0267993961821364
2025-03-01 08:33:42.653189,0,0.443,-0.458,9.802,2025-03-01 08:33:42.653189,9.822688888486695,0.02268888848669448,0.6371914939796356,0.5481626887460815,1.008162850601694,0.3726821702201473,0.41739592237905043,-0.413,-1.808,0.266,1.8735498392089813
2025-03-01 08:33:42.917189,1,1.529,1.219,10.272,2025-03-01 08:33:42.917189,10.456471010814308,0.6564710108143075,1.9554544228899837,0.8373296841746386,0.8967156740015199,0.36335244598048105,0.4611775042148901,1.0859999999999999,1.677,0.47000000000000064,2.0524680265475514
2025-03-01 08:33:42.982189,0,-0.118,-0.17,9.557,2025-03-01 08:33:42.982189,9.559240189471128,0.24075981052887307,0.20693960471596537,0.9620531863329247,0.7522169456568586,0.35850662476445,0.4556956205875842,-1.6469999999999998,-1.389,-0.7149999999999999,2.2700561667060133
2025-03-01 08:33:43.308189,0,-0.156,0.024,9.868,2025-03-01 08:33:43.308189,9.869262181135934,0.06926218113593308,0.15783535725559086,0.8073592756635671,0.5127088192466884,0.22244175267546698,0.18042127133450567,-0.038000000000000006,0.194,0.31099999999999994,0.36851187226465304
2025-03-01 08:33:43.365189,1,1.261,0.799,9.437,2025-03-01 08:33:43.365189,9.55434409051715,0.245655909482851,1.4928234992791345,0.74654158178452,0.42623350407963023,0.2162182539318394,0.15823786930268313,1.4169999999999998,0.775,-0.43100000000000094,1.6716085067981679
